סמל רשות,מספר סידורי,שם רשות מקומית,שטח שיפוט (דונם),שטח תפוס על ידי לוחות סולאריים (דונם),מספר מבנים,שטח גגות כולל (דונם),שטח פוטנציאל שנמצא מתאים לסולארי (דונם),שטח לא פנוי (דונם),הספק מותקן מוערך קיים (MW),אחוז מימוש,הספק פוטנציאל מוערך (MW),סיווג שימוש,הערות
41,135,אליכין,1689.2,0,1,0.4,0.1,0,0,0,0,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
41,135,אליכין,1689.2,0,0,0,0,0,0,0,0,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
41,135,אליכין,1689.2,0,0,0,0,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
41,135,אליכין,1689.2,0,0,0,0,0,0,0,0,תעשייה,usg code is main usage
41,135,אליכין,1689.2,0,0,0,0,0,0,0,0,תשתיות ומתקנים הנדסיים,usg code is main usage
41,135,אליכין,1689.2,0,4,0.6,0.3,0,0,0,0,"מסחר, משרדים ותיירות",usg code is main usage
41,135,אליכין,1689.2,0,0,0,0,0,0,0,0,חקלאות,usg code is main usage
41,135,אליכין,1689.2,0,2,0.4,0.2,0,0,0,0,אחר,usg code is main usage
7500,136,סח'נין,11528.6,0,157,48.3,18.7,0,0,0,2.7,ציבורי,usg code is main usage
7500,136,סח'נין,11528.6,0,4,1.3,0.4,0,0,0,0.1,ממשלתי,"usg code is secondary usage, which is included in main usage"
7500,136,סח'נין,11528.6,0,5,2,1,0,0,0,0.1,תחבורה,"usg code is secondary usage, which is included in main usage"
7500,136,סח'נין,11528.6,0,6,4.6,2.6,0,0,0,0.4,אקדמיה,"usg code is secondary usage, which is included in main usage"
7500,136,סח'נין,11528.6,0,13,7.6,2.5,0,0,0,0.4,שירותי דת,"usg code is secondary usage, which is included in main usage"
7500,136,סח'נין,11528.6,0,0,0,0,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
7500,136,סח'נין,11528.6,0,33,10.2,3.8,0,0,0.2,0.5,רפואה,"usg code is secondary usage, which is included in main usage"
7500,136,סח'נין,11528.6,2.7,146,74.9,36.7,2.7,0.4,6.9,5.2,רשות מקומית,usg code is main usage
7500,136,סח'נין,11528.6,2.2,125,60.6,28.9,2.2,0.3,7.1,4.1,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
7500,136,סח'נין,11528.6,0.5,19,12.7,6.7,0.5,0.1,7.2,1,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
7500,136,סח'נין,11528.6,4,3953,851.5,305.4,1.5,0.6,1.3,43.6,מגורים,usg code is main usage
7500,136,סח'נין,11528.6,3.4,3104,647.4,236.4,1.1,0.5,1.4,33.8,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
7500,136,סח'נין,11528.6,0.5,814,190.2,63.9,0.3,0.1,0.8,9.1,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
7500,136,סח'נין,11528.6,0,34,12.9,4.8,0.1,0,0,0.7,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
7500,136,סח'נין,11528.6,0,1,1,0.3,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
7500,136,סח'נין,11528.6,2.8,113,64.4,35.4,0.3,0.4,7.2,5.1,תעשייה,usg code is main usage
7500,136,סח'נין,11528.6,0,0,0,0,0,0,0,0,תשתיות ומתקנים הנדסיים,usg code is main usage
7500,136,סח'נין,11528.6,1.9,185,72.2,30.9,1.8,0.3,5.8,4.4,"מסחר, משרדים ותיירות",usg code is main usage
7500,136,סח'נין,11528.6,0,34,9.9,4.5,0,0,0,0.6,חקלאות,usg code is main usage
7500,136,סח'נין,11528.6,0,102,24.4,10,0,0,0,1.4,אחר,usg code is main usage
537,137,פוריידיס,4056.9,0,8,2.5,0.9,0,0,0,0.1,ציבורי,usg code is main usage
537,137,פוריידיס,4056.9,0,0,0,0,0,0,0,0,ממשלתי,"usg code is secondary usage, which is included in main usage"
537,137,פוריידיס,4056.9,0,0,0,0,0,0,0,0,תחבורה,"usg code is secondary usage, which is included in main usage"
537,137,פוריידיס,4056.9,0,0,0,0,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
537,137,פוריידיס,4056.9,0,3,1.6,0.6,0,0,0,0.1,שירותי דת,"usg code is secondary usage, which is included in main usage"
537,137,פוריידיס,4056.9,0,0,0,0,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
537,137,פוריידיס,4056.9,0,5,0.9,0.4,0,0,0,0.1,רפואה,"usg code is secondary usage, which is included in main usage"
537,137,פוריידיס,4056.9,0,46,26.2,14.6,0,0,0,2.1,רשות מקומית,usg code is main usage
537,137,פוריידיס,4056.9,0,39,21.5,11.8,0,0,0,1.7,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
537,137,פוריידיס,4056.9,0,7,4.7,2.8,0,0,0,0.4,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
537,137,פוריידיס,4056.9,0.3,768,157.4,52.9,3.4,0,0.6,7.6,מגורים,usg code is main usage
537,137,פוריידיס,4056.9,0.3,434,85.5,29.8,1.7,0,1.1,4.3,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
537,137,פוריידיס,4056.9,0,316,66.6,21.5,1.7,0,0,3.1,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
537,137,פוריידיס,4056.9,0,18,5.4,1.6,0.1,0,0,0.2,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
537,137,פוריידיס,4056.9,0,0,0,0,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
537,137,פוריידיס,4056.9,0,0,0,0,0,0,0,0,תעשייה,usg code is main usage
537,137,פוריידיס,4056.9,0,2,0.5,0.3,0,0,0,0,תשתיות ומתקנים הנדסיים,usg code is main usage
537,137,פוריידיס,4056.9,0,150,34.4,11.7,0.8,0,0,1.7,"מסחר, משרדים ותיירות",usg code is main usage
537,137,פוריידיס,4056.9,0,2,0.7,0.4,0,0,0,0.1,חקלאות,usg code is main usage
537,137,פוריידיס,4056.9,0,24,4.1,1.5,0.1,0,0,0.2,אחר,usg code is main usage
7600,138,עכו,18095.1,2.1,186,107.4,53.5,1.9,0.3,3.7,7.6,ציבורי,usg code is main usage
7600,138,עכו,18095.1,1.1,16,12.2,5,1.2,0.2,18.1,0.7,ממשלתי,"usg code is secondary usage, which is included in main usage"
7600,138,עכו,18095.1,0.5,16,8.6,4.1,0,0.1,11.4,0.6,תחבורה,"usg code is secondary usage, which is included in main usage"
7600,138,עכו,18095.1,0.1,23,20.9,11.4,0.1,0,0.8,1.6,אקדמיה,"usg code is secondary usage, which is included in main usage"
7600,138,עכו,18095.1,0.3,77,35.2,17.5,0.4,0,1.9,2.5,שירותי דת,"usg code is secondary usage, which is included in main usage"
7600,138,עכו,18095.1,0,1,1.2,0.5,0,0,0,0.1,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
7600,138,עכו,18095.1,0,45,26.5,13.5,0.1,0,0,1.9,רפואה,"usg code is secondary usage, which is included in main usage"
7600,138,עכו,18095.1,13.9,315,185,80.8,11.2,2,14.6,11.5,רשות מקומית,usg code is main usage
7600,138,עכו,18095.1,11.4,224,126.8,56.6,8.6,1.6,16.8,8.1,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
7600,138,עכו,18095.1,2.4,84,55.8,22.8,2.6,0.3,9.6,3.3,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
7600,138,עכו,18095.1,5,1715,579.4,177.2,17.5,0.7,2.7,25.3,מגורים,usg code is main usage
7600,138,עכו,18095.1,4.7,1312,371.4,121.6,6.5,0.7,3.7,17.4,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
7600,138,עכו,18095.1,0.3,286,146,44,5.6,0,0.6,6.3,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
7600,138,עכו,18095.1,0,84,37.8,7.2,2.6,0,0,1,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
7600,138,עכו,18095.1,0,33,24.2,4.4,2.8,0,0,0.6,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
7600,138,עכו,18095.1,19.2,152,266.5,179.6,12.8,2.7,9.7,25.7,תעשייה,usg code is main usage
7600,138,עכו,18095.1,0,11,3.1,1.7,0,0,0,0.2,תשתיות ומתקנים הנדסיים,usg code is main usage
7600,138,עכו,18095.1,18.5,308,251.9,104.3,20.2,2.6,15.1,14.9,"מסחר, משרדים ותיירות",usg code is main usage
7600,138,עכו,18095.1,0,0,0,0,0,0,0,0,חקלאות,usg code is main usage
7600,138,עכו,18095.1,0.1,71,24.1,8.3,0.6,0,1.3,1.2,אחר,usg code is main usage
5541,139,בני שמעון,370084.5,0.9,41,12.3,6.1,0.8,0.1,12.6,0.9,ציבורי,usg code is main usage
5541,139,בני שמעון,370084.5,0,0,0,0,0,0,0,0,ממשלתי,"usg code is secondary usage, which is included in main usage"
5541,139,בני שמעון,370084.5,0,10,3.3,1.9,0,0,0,0.3,תחבורה,"usg code is secondary usage, which is included in main usage"
5541,139,בני שמעון,370084.5,0,0,0,0,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
5541,139,בני שמעון,370084.5,0,8,1.8,1.1,0,0,0,0.2,שירותי דת,"usg code is secondary usage, which is included in main usage"
5541,139,בני שמעון,370084.5,0.4,10,3.1,1.2,0.4,0.1,25.7,0.2,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
5541,139,בני שמעון,370084.5,0.1,5,1.1,0.6,0,0,12.5,0.1,רפואה,"usg code is secondary usage, which is included in main usage"
5541,139,בני שמעון,370084.5,8.4,258,95.9,46.3,5.8,1.2,15.3,6.6,רשות מקומית,usg code is main usage
5541,139,בני שמעון,370084.5,4.6,179,62.9,30.8,2.7,0.7,13.1,4.4,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
5541,139,בני שמעון,370084.5,3.4,75,31.8,15,2.8,0.5,18.7,2.1,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
5541,139,בני שמעון,370084.5,40,2088,459.5,200.4,6.9,5.7,16.6,28.6,מגורים,usg code is main usage
5541,139,בני שמעון,370084.5,40,2088,459.5,200.4,6.9,5.7,16.6,28.6,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
5541,139,בני שמעון,370084.5,0,0,0,0,0,0,100,0,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
5541,139,בני שמעון,370084.5,0,0,0,0,0,0,0,0,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
5541,139,בני שמעון,370084.5,0,0,0,0,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
5541,139,בני שמעון,370084.5,27.6,80,92.8,35.7,24.6,3.9,43.6,5.1,תעשייה,usg code is main usage
5541,139,בני שמעון,370084.5,5.2,41,23.7,10.8,4.5,0.7,32.6,1.5,תשתיות ומתקנים הנדסיים,usg code is main usage
5541,139,בני שמעון,370084.5,0.5,42,13.3,7.1,0,0.1,6.5,1,"מסחר, משרדים ותיירות",usg code is main usage
5541,139,בני שמעון,370084.5,77,675,389.8,184.7,60.9,11,29.4,26.4,חקלאות,usg code is main usage
5541,139,בני שמעון,370084.5,2.9,280,61.4,29.9,1.6,0.4,8.9,4.3,אחר,usg code is main usage
5519,140,חוף השרון,49860.8,0.2,97,40.4,21.1,0,0,1,3,ציבורי,usg code is main usage
5519,140,חוף השרון,49860.8,0,6,3.8,2.3,0,0,0,0.3,ממשלתי,"usg code is secondary usage, which is included in main usage"
5519,140,חוף השרון,49860.8,0.2,16,3.7,1.9,0,0,10,0.3,תחבורה,"usg code is secondary usage, which is included in main usage"
5519,140,חוף השרון,49860.8,0,0,0,0,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
5519,140,חוף השרון,49860.8,0,7,1.1,0.5,0,0,0,0.1,שירותי דת,"usg code is secondary usage, which is included in main usage"
5519,140,חוף השרון,49860.8,0,0,0,0,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
5519,140,חוף השרון,49860.8,0,13,8.9,5.3,0,0,0,0.8,רפואה,"usg code is secondary usage, which is included in main usage"
5519,140,חוף השרון,49860.8,7.5,200,69.4,31.1,4.1,1.1,19.4,4.4,רשות מקומית,usg code is main usage
5519,140,חוף השרון,49860.8,1.7,109,38.2,20.1,0.4,0.2,7.7,2.9,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
5519,140,חוף השרון,49860.8,5.8,90,31.1,11,3.8,0.8,34.6,1.6,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
5519,140,חוף השרון,49860.8,38.4,2721,713,310.8,21.4,5.5,11,44.4,מגורים,usg code is main usage
5519,140,חוף השרון,49860.8,38.4,2710,708.3,309.2,21.4,5.5,11,44.2,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
5519,140,חוף השרון,49860.8,0,11,4.7,1.6,0,0,2.1,0.2,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
5519,140,חוף השרון,49860.8,0,0,0,0,0,0,0,0,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
5519,140,חוף השרון,49860.8,0,0,0,0,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
5519,140,חוף השרון,49860.8,22,55,102.4,47.4,21.4,3.1,31.7,6.8,תעשייה,usg code is main usage
5519,140,חוף השרון,49860.8,0,0,0,0,0,0,0,0,תשתיות ומתקנים הנדסיים,usg code is main usage
5519,140,חוף השרון,49860.8,8.3,64,69.4,37.6,7.9,1.2,18.1,5.4,"מסחר, משרדים ותיירות",usg code is main usage
5519,140,חוף השרון,49860.8,43.5,158,133.9,48.4,36.1,6.2,47.3,6.9,חקלאות,usg code is main usage
5519,140,חוף השרון,49860.8,2,28,17.9,10.2,0.1,0.3,16.4,1.5,אחר,usg code is main usage
536,141,פקיעין (בוקייעה),5650.1,0.1,11,3.8,1.7,0,0,4,0.2,ציבורי,usg code is main usage
536,141,פקיעין (בוקייעה),5650.1,0,1,0.3,0.1,0,0,0,0,ממשלתי,"usg code is secondary usage, which is included in main usage"
536,141,פקיעין (בוקייעה),5650.1,0.1,1,0.5,0.3,0,0,19.1,0,תחבורה,"usg code is secondary usage, which is included in main usage"
536,141,פקיעין (בוקייעה),5650.1,0,0,0,0,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
536,141,פקיעין (בוקייעה),5650.1,0,5,1.6,0.7,0,0,0,0.1,שירותי דת,"usg code is secondary usage, which is included in main usage"
536,141,פקיעין (בוקייעה),5650.1,0,0,0,0,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
536,141,פקיעין (בוקייעה),5650.1,0,4,1.5,0.6,0,0,0,0.1,רפואה,"usg code is secondary usage, which is included in main usage"
536,141,פקיעין (בוקייעה),5650.1,0,29,20.3,11.8,0,0,0,1.7,רשות מקומית,usg code is main usage
536,141,פקיעין (בוקייעה),5650.1,0,25,15.4,9.4,0,0,0,1.3,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
536,141,פקיעין (בוקייעה),5650.1,0,4,4.9,2.4,0,0,0,0.3,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
536,141,פקיעין (בוקייעה),5650.1,1.6,1141,246.1,105.7,0.2,0.2,1.5,15.1,מגורים,usg code is main usage
536,141,פקיעין (בוקייעה),5650.1,1.6,688,136.5,59.3,0.2,0.2,2.7,8.5,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
536,141,פקיעין (בוקייעה),5650.1,0,95,22.4,9.1,0,0,0,1.3,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
536,141,פקיעין (בוקייעה),5650.1,0,1,0.6,0.3,0,0,0,0,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
536,141,פקיעין (בוקייעה),5650.1,0,357,86.6,37.1,0,0,0,5.3,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
536,141,פקיעין (בוקייעה),5650.1,0.6,11,7.9,5.4,0,0.1,9.8,0.8,תעשייה,usg code is main usage
536,141,פקיעין (בוקייעה),5650.1,0,0,0,0,0,0,0,0,תשתיות ומתקנים הנדסיים,usg code is main usage
536,141,פקיעין (בוקייעה),5650.1,0,24,24,13.8,0,0,0,2,"מסחר, משרדים ותיירות",usg code is main usage
536,141,פקיעין (בוקייעה),5650.1,0.1,52,10.3,4.3,0,0,2.4,0.6,חקלאות,usg code is main usage
536,141,פקיעין (בוקייעה),5650.1,0,28,6.4,2.8,0,0,0,0.4,אחר,usg code is main usage
31,142,אופקים,16352.4,3.1,87,32.1,16.1,1.1,0.4,16.1,2.3,ציבורי,usg code is main usage
31,142,אופקים,16352.4,0,6,3.9,2.6,0,0,0.2,0.4,ממשלתי,"usg code is secondary usage, which is included in main usage"
31,142,אופקים,16352.4,0.4,7,3.2,1.5,0,0.1,20.7,0.2,תחבורה,"usg code is secondary usage, which is included in main usage"
31,142,אופקים,16352.4,0.1,1,0.7,0.6,0,0,17.9,0.1,אקדמיה,"usg code is secondary usage, which is included in main usage"
31,142,אופקים,16352.4,1.9,53,17.6,8.1,1,0.3,19,1.2,שירותי דת,"usg code is secondary usage, which is included in main usage"
31,142,אופקים,16352.4,0,4,1.1,0.5,0,0,0,0.1,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
31,142,אופקים,16352.4,0.7,14,4.7,2.4,0.1,0.1,21.9,0.3,רפואה,"usg code is secondary usage, which is included in main usage"
31,142,אופקים,16352.4,8.1,243,117.3,63,4.8,1.2,11.4,9,רשות מקומית,usg code is main usage
31,142,אופקים,16352.4,5.7,196,93,50.1,3.6,0.8,10.3,7.2,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
31,142,אופקים,16352.4,2.4,39,22.6,12.2,1.2,0.3,16.4,1.7,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
31,142,אופקים,16352.4,27.3,3425,843.2,383.6,9.9,3.9,6.6,54.8,מגורים,usg code is main usage
31,142,אופקים,16352.4,26.9,3259,774.6,354.6,8.8,3.8,7.1,50.7,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
31,142,אופקים,16352.4,0.3,140,56.3,24.2,0.3,0,1.4,3.5,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
31,142,אופקים,16352.4,0,17,9.8,3.3,0.7,0,0,0.5,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
31,142,אופקים,16352.4,0,9,2.5,1.5,0,0,0,0.2,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
31,142,אופקים,16352.4,13.7,102,149.6,99.9,10.8,2,12.1,14.3,תעשייה,usg code is main usage
31,142,אופקים,16352.4,0,2,0.6,0.4,0,0,0,0.1,תשתיות ומתקנים הנדסיים,usg code is main usage
31,142,אופקים,16352.4,12.4,101,88,44.4,12.1,1.8,21.8,6.3,"מסחר, משרדים ותיירות",usg code is main usage
31,142,אופקים,16352.4,0,0,0,0,0,0,0,0,חקלאות,usg code is main usage
31,142,אופקים,16352.4,0.4,64,21.4,11.7,0.4,0.1,3,1.7,אחר,usg code is main usage
2300,143,קרית טבעון,9260.3,0.8,36,19.3,9.6,0.4,0.1,7.6,1.4,ציבורי,usg code is main usage
2300,143,קרית טבעון,9260.3,0.3,13,11.5,6.5,0,0,4,0.9,ממשלתי,"usg code is secondary usage, which is included in main usage"
2300,143,קרית טבעון,9260.3,0.2,1,1,0.2,0.2,0,55.2,0,תחבורה,"usg code is secondary usage, which is included in main usage"
2300,143,קרית טבעון,9260.3,0,0,0,0,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
2300,143,קרית טבעון,9260.3,0.1,13,3.4,1.5,0,0,6.1,0.2,שירותי דת,"usg code is secondary usage, which is included in main usage"
2300,143,קרית טבעון,9260.3,0.1,1,0.4,0,0.1,0,70.2,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
2300,143,קרית טבעון,9260.3,0,5,2.1,1.1,0,0,0,0.2,רפואה,"usg code is secondary usage, which is included in main usage"
2300,143,קרית טבעון,9260.3,5.6,125,62.1,28.2,4.3,0.8,16.5,4,רשות מקומית,usg code is main usage
2300,143,קרית טבעון,9260.3,4,77,34.9,13.8,3.2,0.6,22.6,2,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
2300,143,קרית טבעון,9260.3,1.6,46,26.9,14.3,1.1,0.2,9.9,2,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
2300,143,קרית טבעון,9260.3,15.2,2790,660.5,270.7,6.2,2.2,5.3,38.7,מגורים,usg code is main usage
2300,143,קרית טבעון,9260.3,13.7,2537,581.1,239.2,5.4,2,5.4,34.2,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
2300,143,קרית טבעון,9260.3,1.5,246,76.4,30.3,0.7,0.2,4.8,4.3,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
2300,143,קרית טבעון,9260.3,0,7,3,1.1,0,0,0,0.2,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
2300,143,קרית טבעון,9260.3,0,0,0,0,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
2300,143,קרית טבעון,9260.3,0,2,0.9,0.5,0,0,0,0.1,תעשייה,usg code is main usage
2300,143,קרית טבעון,9260.3,0.1,8,2.6,1.4,0.1,0,3.9,0.2,תשתיות ומתקנים הנדסיים,usg code is main usage
2300,143,קרית טבעון,9260.3,1.1,91,30.3,13.4,0.9,0.2,7.7,1.9,"מסחר, משרדים ותיירות",usg code is main usage
2300,143,קרית טבעון,9260.3,0,3,1.3,0.8,0,0,0,0.1,חקלאות,usg code is main usage
2300,143,קרית טבעון,9260.3,0.6,152,37,15.7,0.2,0.1,3.7,2.2,אחר,usg code is main usage
122,144,רמת ישי,2332.3,0.6,13,4.3,1.6,0.5,0.1,25.6,0.2,ציבורי,usg code is main usage
122,144,רמת ישי,2332.3,0.2,2,1.3,0.5,0.2,0,31.4,0.1,ממשלתי,"usg code is secondary usage, which is included in main usage"
122,144,רמת ישי,2332.3,0.1,2,0.9,0.5,0,0,16.2,0.1,תחבורה,"usg code is secondary usage, which is included in main usage"
122,144,רמת ישי,2332.3,0,0,0,0,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
122,144,רמת ישי,2332.3,0.3,8,1.9,0.7,0.3,0,29.1,0.1,שירותי דת,"usg code is secondary usage, which is included in main usage"
122,144,רמת ישי,2332.3,0,0,0,0,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
122,144,רמת ישי,2332.3,0,1,0.2,0.1,0,0,0,0,רפואה,"usg code is secondary usage, which is included in main usage"
122,144,רמת ישי,2332.3,0.5,38,15.5,7.9,0.5,0.1,6.3,1.1,רשות מקומית,usg code is main usage
122,144,רמת ישי,2332.3,0.1,28,10.9,5.9,0.1,0,2.2,0.8,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
122,144,רמת ישי,2332.3,0.4,10,4.6,2,0.4,0.1,16.6,0.3,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
122,144,רמת ישי,2332.3,6.4,1205,248.7,104.5,2.5,0.9,5.7,14.9,מגורים,usg code is main usage
122,144,רמת ישי,2332.3,6.3,1160,239.2,100.7,2.5,0.9,5.9,14.4,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
122,144,רמת ישי,2332.3,0.1,45,9.5,3.7,0,0,2.1,0.5,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
122,144,רמת ישי,2332.3,0,0,0,0,0,0,0,0,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
122,144,רמת ישי,2332.3,0,0,0,0,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
122,144,רמת ישי,2332.3,0,2,0.6,0.3,0,0,0,0,תעשייה,usg code is main usage
122,144,רמת ישי,2332.3,0,0,0,0,0,0,0,0,תשתיות ומתקנים הנדסיים,usg code is main usage
122,144,רמת ישי,2332.3,0.9,53,42.2,25.5,0.9,0.1,3.4,3.6,"מסחר, משרדים ותיירות",usg code is main usage
122,144,רמת ישי,2332.3,0,0,0,0,0,0,0,0,חקלאות,usg code is main usage
122,144,רמת ישי,2332.3,0.1,15,2.8,1,0.1,0,8.3,0.1,אחר,usg code is main usage
473,145,אבו סנאן,6455.3,1,16,7,2.7,1,0.1,27,0.4,ציבורי,usg code is main usage
473,145,אבו סנאן,6455.3,0,0,0,0,0,0,0,0,ממשלתי,"usg code is secondary usage, which is included in main usage"
473,145,אבו סנאן,6455.3,1,2,2.6,0.8,1,0.1,55,0.1,תחבורה,"usg code is secondary usage, which is included in main usage"
473,145,אבו סנאן,6455.3,0,1,0.4,0.1,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
473,145,אבו סנאן,6455.3,0,6,2.3,1.3,0,0,0.2,0.2,שירותי דת,"usg code is secondary usage, which is included in main usage"
473,145,אבו סנאן,6455.3,0,1,0.1,0,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
473,145,אבו סנאן,6455.3,0,6,1.6,0.5,0,0,0,0.1,רפואה,"usg code is secondary usage, which is included in main usage"
473,145,אבו סנאן,6455.3,3.1,54,25.2,12.4,1.6,0.4,20.2,1.8,רשות מקומית,usg code is main usage
473,145,אבו סנאן,6455.3,1.6,46,20.7,10.6,1,0.2,12.9,1.5,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
473,145,אבו סנאן,6455.3,1.6,8,4.5,1.8,0.6,0.2,46.8,0.3,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
473,145,אבו סנאן,6455.3,1.6,1884,414,164.2,5.6,0.2,1,23.5,מגורים,usg code is main usage
473,145,אבו סנאן,6455.3,1.4,1509,325.5,134,4,0.2,1,19.1,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
473,145,אבו סנאן,6455.3,0.2,367,86.6,29.6,1.6,0,0.7,4.2,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
473,145,אבו סנאן,6455.3,0,8,2,0.5,0,0,0,0.1,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
473,145,אבו סנאן,6455.3,0,0,0,0,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
